Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_E,LotShape_E,LandContour_E,LotConfig_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,GarageType_E,GarageFinish_E,GarageQual_E,PavedDrive_E,SaleType_E,SaleCondition_E
813,20,8712,5,5,1952,1952,0,0,540,540,0,0,1044,0,0,1,0,2,1,0,504,0,0,0,0,0,0,54,6,2010,55993,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,3.0,1.0,4.0,1.0,7.0,5.0,2.0,4.0,1.0,5.0,4.0
814,20,9750,6,6,1958,1958,608,0,834,1442,0,0,1442,0,0,1,1,4,1,0,301,0,0,275,0,0,0,500,4,2007,157900,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,4.0,5.0
815,50,8248,5,7,1918,1950,0,0,686,686,564,0,1250,0,1,1,1,3,1,0,280,207,0,96,0,0,0,0,7,2006,116000,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,8.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,5.0,4.0,2.0,5.0,1.0,7.0,3.0,2.0,4.0,2.0,5.0,5.0
816,20,12137,7,5,1998,1998,0,0,1649,1649,0,0,1661,0,0,2,0,3,1,0,598,0,34,0,0,0,0,0,5,2010,224900,4.0,4.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
817,20,11425,5,6,1954,1954,486,0,522,1008,0,0,1008,0,0,1,0,2,1,1,275,0,0,120,0,0,0,0,7,2006,137000,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
818,20,13265,8,5,2002,2002,1218,0,350,1568,0,0,1689,1,0,2,0,3,1,2,857,150,59,0,0,0,0,0,7,2008,271000,4.0,2.0,2.0,5.0,12.0,5.0,5.0,5.0,6.0,5.0,3.0,13.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
819,80,8816,6,7,1971,1971,504,0,506,1010,0,0,1052,1,0,1,0,3,1,0,440,0,0,0,0,0,0,0,6,2010,155000,4.0,1.0,2.0,1.0,19.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,7.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
820,120,6371,7,5,2009,2010,733,0,625,1358,0,0,1358,1,0,2,0,2,1,1,484,192,35,0,0,0,0,0,6,2010,224000,4.0,2.0,2.0,1.0,24.0,5.0,5.0,4.0,6.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,3.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
821,60,7226,7,5,2003,2003,0,0,798,798,842,0,1640,0,0,2,1,3,1,0,595,0,45,0,0,0,0,0,6,2008,183000,4.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
822,20,6000,4,4,1953,1953,0,0,936,936,0,0,936,0,0,1,0,2,1,0,576,0,32,112,0,0,0,0,2,2009,93000,2.0,1.0,1.0,1.0,6.0,5.0,5.0,1.0,6.0,2.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,6.0,6.0,6.0,3.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0
823,60,12394,7,5,2003,2003,0,0,847,847,886,0,1733,0,0,2,1,3,1,1,433,100,48,0,0,0,0,0,10,2007,225000,4.0,2.0,2.0,3.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7.0,4.0,4.0,3.0,5.0,3.0
824,50,9900,6,7,1940,1950,0,0,778,778,545,0,1489,0,0,2,0,3,1,1,240,335,0,0,0,0,0,0,7,2009,139500,4.0,1.0,2.0,1.0,9.0,5.0,5.0,5.0,3.0,2.0,3.0,12.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
825,20,11216,8,5,2006,2006,0,0,1489,1489,0,0,1489,0,0,2,0,3,1,1,776,0,140,0,0,0,0,0,6,2006,232600,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,5.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
826,20,14803,10,5,2007,2008,1636,0,442,2078,0,0,2084,1,0,2,0,2,1,1,1220,188,45,0,0,0,0,0,6,2008,385000,4.0,1.0,2.0,1.0,24.0,8.0,7.0,5.0,6.0,5.0,3.0,13.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,9.0,6.0
827,45,6130,5,6,1924,1950,784,0,0,784,0,0,784,1,0,1,0,2,1,0,0,0,0,116,0,0,0,0,5,2008,109500,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
828,20,8529,7,5,2001,2001,20,0,1434,1454,0,0,1434,0,0,2,0,3,1,1,527,290,39,0,0,0,0,0,4,2009,189000,4.0,2.0,2.0,1.0,13.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
829,60,28698,5,5,1967,1967,249,764,0,1013,966,0,2126,0,1,2,1,3,1,0,538,486,0,0,0,225,0,0,6,2009,185000,4.0,4.0,3.0,5.0,19.0,5.0,5.0,5.0,7.0,4.0,5.0,10.0,2.0,2.0,4.0,6.0,3.0,5.0,5.0,4.0,7.0,6.0,3.0,2.0,5.0,2.0,3.0,6.0,4.0,4.0,3.0,5.0,2.0
830,160,2544,7,5,2005,2005,0,0,600,600,623,80,1223,0,0,2,1,2,1,0,480,0,166,0,0,0,0,0,7,2006,147400,5.0,1.0,2.0,1.0,20.0,5.0,5.0,3.0,7.0,2.0,3.0,5.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,3.0,4.0,3.0,5.0,5.0
831,20,11900,6,5,1957,1957,1040,0,352,1392,0,0,1392,1,0,1,1,3,1,2,458,0,0,0,0,192,0,0,6,2008,166000,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,4.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
832,160,3180,7,5,2005,2005,0,0,600,600,600,80,1200,0,0,2,1,2,1,0,480,0,166,0,0,0,0,0,6,2006,151000,5.0,1.0,2.0,1.0,20.0,5.0,5.0,4.0,7.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,3.0,3.0,4.0,3.0,5.0,5.0
833,60,9548,7,6,2003,2003,483,0,458,941,888,0,1829,1,0,2,1,3,1,1,613,192,39,0,0,0,0,0,1,2010,237000,4.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
834,20,10004,6,6,1964,1964,196,345,975,1516,0,0,1516,0,0,1,1,3,1,0,472,0,0,0,0,152,0,0,2,2009,167000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
835,20,7875,5,6,1961,1961,572,0,572,1144,0,0,1144,1,0,1,0,3,1,0,456,0,0,0,0,0,0,0,9,2008,139950,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
836,20,9600,4,7,1950,1995,442,0,625,1067,0,0,1067,0,0,2,0,2,1,0,436,290,0,0,0,0,0,0,2,2010,128000,4.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,3.0,3.0,6.0,2.0,4.0,3.0,5.0,5.0
837,30,8100,5,6,1948,1973,338,0,1221,1559,0,0,1559,1,0,1,0,2,1,0,812,0,116,230,0,0,0,0,6,2007,153500,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0
838,160,1680,6,5,1973,1973,330,0,153,483,504,0,987,1,0,1,1,2,1,0,264,0,0,0,0,0,0,0,11,2008,100000,2.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
839,20,9525,5,6,1995,2006,0,0,1099,1099,0,0,1099,0,0,1,1,3,1,0,352,278,0,0,0,0,0,0,6,2008,144000,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
840,50,11767,5,6,1946,1995,352,0,416,768,432,0,1200,0,0,1,0,3,1,0,240,0,0,0,0,0,0,0,5,2008,130500,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
841,70,12155,6,8,1925,1950,156,0,516,672,672,0,1482,0,0,2,0,4,1,0,400,0,0,254,0,0,0,0,3,2008,140000,3.0,2.0,2.0,1.0,9.0,5.0,5.0,5.0,7.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,1.0,5.0,1.0,7.0,3.0,2.0,4.0,2.0,5.0,5.0
842,70,10440,5,8,1904,2002,0,0,650,650,581,0,1539,0,0,2,0,3,1,1,686,70,78,68,0,0,0,0,6,2008,157500,2.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,7.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,3.0,2.0,5.0,2.0,5.0,5.0
843,80,9020,6,7,1966,1966,312,539,276,1127,0,0,1165,1,0,1,1,3,1,0,490,0,129,0,0,0,0,0,5,2008,174900,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,5.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,7.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,5.0,3.0,5.0,5.0
844,90,8000,5,4,1961,1961,0,0,1800,1800,0,0,1800,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,7,2007,141000,4.0,1.0,2.0,3.0,11.0,1.0,5.0,2.0,6.0,2.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,5.0
845,50,12665,5,8,1915,1950,0,0,876,876,540,0,1416,0,0,1,1,4,1,1,720,418,0,194,0,0,0,0,6,2008,153900,2.0,2.0,2.0,1.0,6.0,1.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
846,85,16647,5,5,1975,1981,1390,0,0,1390,0,0,1701,1,0,2,0,3,1,2,611,0,0,0,0,0,0,0,1,2007,171000,4.0,2.0,2.0,5.0,7.0,2.0,5.0,5.0,2.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,3.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0
847,60,9317,7,5,1993,1993,513,0,227,740,769,0,1775,1,0,2,1,3,1,1,425,234,72,192,0,0,0,0,7,2009,213000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
848,20,15523,5,6,1972,1972,460,0,404,864,0,0,864,1,0,1,0,3,1,1,338,0,0,0,0,0,0,0,8,2009,133500,4.0,2.0,2.0,5.0,17.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
849,50,45600,6,8,1908,1997,0,0,907,907,1051,0,2358,0,0,3,0,5,1,1,360,486,40,0,0,175,0,0,9,2008,240000,4.0,4.0,1.0,1.0,19.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,3.0,3.0,5.0,5.0
850,80,9600,6,7,1976,1994,0,0,528,528,761,0,1855,0,0,2,1,3,1,1,512,113,100,0,0,0,0,0,8,2007,187000,4.0,1.0,2.0,2.0,21.0,3.0,5.0,5.0,5.0,5.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
851,120,4435,6,5,2003,2003,659,0,189,848,0,0,848,1,0,1,0,1,1,0,420,140,0,0,0,0,0,0,11,2007,131500,2.0,1.0,2.0,1.0,17.0,5.0,5.0,4.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
852,120,3196,8,5,2003,2003,0,0,1273,1273,0,0,1456,0,0,2,0,2,1,1,400,143,20,0,0,0,0,0,5,2006,215000,4.0,1.0,2.0,1.0,16.0,5.0,5.0,4.0,6.0,2.0,3.0,12.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
853,75,7128,7,5,1941,1950,364,0,554,918,728,0,1646,0,0,2,0,4,1,2,240,0,0,0,0,126,0,0,8,2007,164000,4.0,1.0,2.0,1.0,18.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
854,80,12095,6,6,1964,1964,564,0,563,1127,0,0,1445,0,0,1,1,3,1,1,645,180,0,0,0,0,0,0,8,2009,158000,4.0,2.0,2.0,3.0,11.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
855,20,17920,5,4,1955,1974,306,1085,372,1763,0,0,1779,1,0,1,1,3,1,1,454,0,418,0,0,312,0,0,7,2006,170000,4.0,1.0,2.0,1.0,7.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,2.0
856,20,6897,5,8,1962,2010,659,0,381,1040,0,0,1040,1,0,1,1,3,1,0,260,0,104,0,0,0,0,0,4,2010,127000,4.0,2.0,2.0,3.0,7.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
857,80,10970,6,6,1978,1978,505,435,0,940,0,0,1026,1,0,1,0,3,1,0,576,0,0,34,0,0,0,0,10,2008,147000,4.0,2.0,3.0,1.0,17.0,5.0,5.0,5.0,5.0,2.0,3.0,10.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,7.0,3.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
858,60,8125,6,5,1994,1995,0,0,702,702,779,0,1481,0,0,2,1,3,1,1,343,0,36,0,0,0,0,0,3,2009,174000,4.0,1.0,2.0,1.0,15.0,5.0,5.0,5.0,7.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
859,20,10400,7,5,1976,1976,0,0,1090,1090,0,0,1370,0,0,2,0,3,1,1,479,0,0,0,0,0,0,0,6,2009,152000,4.0,1.0,2.0,1.0,14.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,3.0
860,60,11029,6,7,1968,1984,619,0,435,1054,1142,0,2654,1,0,2,1,4,1,1,619,0,65,0,0,222,0,0,8,2006,250000,4.0,2.0,2.0,3.0,14.0,9.0,5.0,5.0,7.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
861,50,7642,7,8,1918,1998,0,0,912,912,514,0,1426,0,0,1,1,3,1,1,216,0,240,0,0,0,0,0,6,2007,189950,4.0,1.0,2.0,3.0,18.0,5.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
862,190,11625,5,4,1965,1965,841,0,198,1039,0,0,1039,1,0,1,1,3,1,0,504,0,0,0,0,0,0,0,4,2010,131500,4.0,1.0,2.0,1.0,7.0,5.0,5.0,1.0,6.0,5.0,3.0,10.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
863,20,9672,6,5,1984,1985,338,0,702,1040,0,0,1097,0,0,2,0,3,1,0,480,0,0,0,0,0,0,0,5,2010,152000,4.0,1.0,2.0,3.0,13.0,5.0,5.0,5.0,6.0,5.0,3.0,9.0,2.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
864,20,7931,5,5,1959,1959,1148,0,0,1148,0,0,1148,1,0,1,0,3,1,0,672,0,0,0,0,0,0,0,7,2009,132500,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,5.0,3.0,11.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
865,20,8640,7,5,2007,2008,0,0,1372,1372,0,0,1372,0,0,2,0,3,1,0,529,0,140,0,0,0,0,0,5,2008,250580,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,3.0,4.0,6.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,9.0,6.0
866,20,8750,5,6,1970,1970,828,0,174,1002,0,0,1002,1,0,1,0,3,1,0,902,0,0,0,0,0,0,0,8,2009,148500,4.0,2.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
867,20,10656,8,5,2006,2007,0,0,1638,1638,0,0,1646,0,0,2,0,3,1,1,870,192,80,0,0,0,0,0,11,2007,248900,4.0,2.0,4.0,1.0,22.0,5.0,5.0,5.0,6.0,2.0,3.0,12.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,9.0,6.0
868,20,6970,4,5,1961,1961,932,0,108,1040,0,0,1120,1,0,1,1,3,1,0,544,168,0,0,0,0,0,400,5,2007,129000,4.0,1.0,2.0,3.0,7.0,3.0,5.0,5.0,6.0,2.0,3.0,12.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,5.0,1.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
869,60,14762,5,6,1948,1950,0,0,0,0,720,53,2320,0,0,2,0,2,1,1,672,120,144,0,0,0,0,0,5,2006,169000,4.0,4.0,2.0,3.0,15.0,3.0,5.0,5.0,7.0,2.0,3.0,10.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,2.0,5.0,5.0
870,60,9938,7,5,1993,1994,750,0,300,1050,887,0,1949,1,0,2,1,3,1,1,574,156,90,0,0,0,0,0,6,2010,236000,4.0,1.0,2.0,1.0,13.0,5.0,5.0,5.0,7.0,2.0,3.0,5.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
871,20,6600,5,5,1962,1962,0,0,894,894,0,0,894,0,0,1,0,2,1,0,308,0,0,0,0,0,0,0,8,2009,109500,4.0,1.0,2.0,1.0,11.0,8.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,1.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,5.0
872,60,8750,6,5,1998,1998,505,0,299,804,878,0,1682,0,0,2,1,3,1,0,523,0,77,0,0,0,0,0,6,2010,200500,4.0,1.0,2.0,1.0,17.0,5.0,5.0,5.0,7.0,2.0,3.0,12.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,5.0,5.0
873,20,8892,5,7,1953,1996,0,0,105,105,0,0,910,0,0,1,0,3,1,0,414,196,0,150,0,0,0,0,10,2008,116000,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,7.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
874,40,12144,5,7,1949,1950,375,0,457,832,0,232,1268,0,0,1,0,3,1,1,288,0,28,0,0,0,0,0,9,2009,133000,4.0,1.0,2.0,1.0,11.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
875,50,5720,5,6,1941,1950,0,0,676,676,455,0,1131,0,0,1,1,3,1,0,200,26,0,0,0,0,0,0,8,2009,66500,2.0,1.0,2.0,1.0,6.0,1.0,5.0,5.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,3.0,2.0,4.0,3.0,5.0,2.0
876,60,9000,8,5,2007,2007,64,0,1120,1184,1426,0,2610,0,0,2,1,4,1,1,550,208,364,0,0,0,0,0,8,2007,303477,5.0,1.0,2.0,1.0,20.0,5.0,5.0,5.0,7.0,2.0,3.0,13.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,7.0,4.0,4.0,3.0,9.0,6.0
877,20,25286,4,5,1963,1963,633,0,431,1064,0,0,1040,1,0,1,0,3,1,0,648,0,0,0,0,0,0,0,1,2007,132250,4.0,1.0,4.0,1.0,12.0,5.0,5.0,5.0,6.0,2.0,3.0,9.0,2.0,2.0,4.0,6.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,2.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,5.0,5.0
878,60,8834,9,5,2004,2005,1170,0,292,1462,762,0,2224,1,0,2,1,4,1,1,738,184,0,0,0,0,0,0,6,2009,350000,4.0,1.0,2.0,1.0,24.0,5.0,5.0,5.0,7.0,5.0,3.0,12.0,5.0,3.0,4.0,6.0,5.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,5.0,5.0
